18,cn,2,"","ISBEST options",#333333,"","","超级管理员","本站","","2023-05-29 08:54:11",/wp-content/uploads/elementor/thumbs/icones2200007-psrjb7yrosdj6g08y2jmv0pxi3cc60zbl900sfexgo.webp,"","","","","","",255,1,0,1,0,27,0,0,admin,admin,"2023-05-29 08:54:11"," 2023-05-31 10:00:05",4,0,"",""
26,cn,22,"","Automatic Blowing Machine",#333333,"","","超级管理员","本站","","2023-05-29 13:18:02",/static/upload/image/20230912/1694501595102644.jpg,"","&lt;p&gt;&lt;img src=&quot;/static/upload/image/20230719/1689736184901226.jpg&quot; title=&quot;1689736184901226.jpg&quot; alt=&quot;2C Auto Bottle Blowing Machine.jpg&quot;/&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;BOTTLE BLOWING PROCESS&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;PREFORM LOADING&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;Performs put into loading hopper, then the conveyor raise the performs to perform unsbreller, hence the performs will be arranged well on the guider. The performs will go into equipment automatically. This type of loading complete automatic control, high efficiency without damage to performs.&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;HEATING ADJUST&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;The heating head will receive performs automaticly and continuously, and performs average round self running, can get suitable reasonable heating when moving through heating area. Blowing machine adopts to far infrared heating controlled by silicon, every line of the lamps can control temperature independently. If lamp no electric, machine will alarm test automaticly. The air flow in heating area, and the perform neck protection device both designed precisely, in this case, perform can get ideal temperature heating, also bottle neck no influence. If necessary, temperature testing device can help adjust temperature automaticly. Each class of the heating temperature showed on the meter, easy look, easy operate.&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;STRECH BLOWING&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;PLC can control the mould frame open and close precisely. Easy and stable mould frame structure, lead to easier mould changing. Mould locking and pressure enlarging system is special. Blowing data of each cavity is controlled by touch screen very easier, it has good testing function. The special structure of the blow mouth ensures stable sealing no matter different blowing pressure, and also ensures finished bottle rate.&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;BOTTLES EJECTING&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height:150%&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;After blowing, robot hand will take finished bottles automatically and test bottles, if bottles not well automatically knick out.&lt;/span&gt;&lt;/p&gt;&lt;p style=&quot;line-height: 150%;&quot;&gt;&lt;span style=&quot;font-size:16px;line-height:150%;font-family:&amp;#39;Arial&amp;#39;,sans-serif&quot;&gt;This ensures the continuously production. The bottles convey to filling machine by air conveyor.&lt;/span&gt;&lt;/p&gt;","","","","BOTTLE BLOWING PROCESSPREFORM LOADINGPerforms put into loading hopper, then the conveyor raise the performs to perform unsbreller, hence the performs will be arranged well on the guider. The performs will go into equipment automatically. This type of loading complete automatic control, high efficien",255,1,0,0,0,145,0,0,admin,admin,"2023-05-29 13:19:08"," 2023-09-12 14:53:23",4,0,"",""
39,cn,4,"","Product E-Catalog",#333333,Download,"","超级管理员","本站","","2023-05-30 12:28:37","","","","",/static/upload/file/20230531/1685517731256380.pdf,"","",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:28:53"," 2023-06-01 08:16:24",4,0,"",""
40,cn,4,"","We would like to hear from you. Please leave us your feedback and suggestions.",#333333,"","","超级管理员","本站","","2023-05-30 12:29:01","","","&lt;p&gt;We would like to hear from you. Please leave us your feedback and suggestions. &lt;br/&gt;We will use your feedback to continuously upgrade our products and services.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Emails:&lt;/strong&gt;&lt;br/&gt;market@ib-pack.com&lt;br/&gt;&lt;br/&gt;&lt;/p&gt;","","","","We would like to hear from you. Please leave us your feedback and suggestions. We will use your feedback to continuously upgrade our products and services.Emails:info@servolines.comsales@servolines.com",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:30:43"," 2023-06-01 08:16:25",4,0,"",""
41,cn,4,"","Complaints and Suggestions",#333333,"","","超级管理员","本站","","2023-05-30 12:30:45","","","","","","","",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:31:53"," 2023-06-01 08:16:26",4,0,"",""
43,cn,4,"",Turkey,#333333,"","","超级管理员","本站","","2023-05-30 12:34:03","","","&lt;p&gt;&lt;strong&gt;Akdeniz International &lt;br/&gt;&lt;/strong&gt;Istanbul city, Turkey&lt;br/&gt;Ali Wafa&lt;/p&gt;&lt;p&gt;	&lt;/p&gt;","","","","Akdeniz International Istanbul city, TurkeyAli Wafa",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:34:50"," 2023-06-01 08:16:27",4,0,"",""
44,cn,4,"",Libya,#333333,"","","超级管理员","本站","","2023-05-30 12:34:52","","","&lt;p&gt;&lt;strong&gt;Tupaktis Libya Factory for Polyethylene Pipes&lt;br/&gt;&lt;/strong&gt;Misrata city, &amp;nbsp;Libya&lt;br/&gt;Ahmed Abo Dabows&lt;/p&gt;","","","","Tupaktis Libya Factory for Polyethylene PipesMisrata city, LibyaAhmed Abo Dabows",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:35:41"," 2023-06-01 08:16:27",4,0,"",""
46,cn,4,"",Syria,#333333,"","","超级管理员","本站","","2023-05-30 12:36:45","","","&lt;p&gt;&lt;strong&gt;Ali Gado &lt;br/&gt;&lt;/strong&gt;Halab city, Syria&lt;br/&gt;Ali Gado&lt;/p&gt;&lt;p&gt;	&lt;/p&gt;","","","","Ali Gado Halab city, SyriaAli Gado",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:37:11"," 2023-06-01 08:16:28",4,0,"",""
47,cn,4,"","Smart Buisness Trading",#333333,"","","超级管理员","本站","","2023-05-30 12:37:13","","","&lt;p&gt;&lt;strong&gt;Smart Buisness Trading &lt;br/&gt;&lt;/strong&gt;Alkhamseen street, Sanaa city, Yemen&lt;br/&gt;Esam Alshaikh&lt;/p&gt;","","","","Smart Buisness Trading Alkhamseen street, Sanaa city, YemenEsam Alshaikh",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:38:05"," 2023-06-01 08:16:29",4,0,"",""
49,cn,4,"","Our Local Agents",#333333,"","","超级管理员","本站","","2023-05-30 12:38:23","","","","","","","",255,0,0,0,0,0,0,0,admin,admin,"2023-05-30 12:39:11"," 2023-06-01 08:16:30",4,0,"",""
